Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:48:49.269000,VER,1,,11.0,3.0,0 days 00:47:05.926000,,,0 days 00:00:42.364000,0 days 00:00:29.906000,,0 days 00:48:19.494000,0 days 00:48:49.393000,279.0,236.0,228.0,264.0,False,INTERMEDIATE,11.0,False,Red Bull Racing,0 days 00:41:43.845000,2024-07-06 10:56:47.507,1,,None,,False,False
0 days 00:50:33.198000,VER,1,0 days 00:01:43.929000,12.0,3.0,,,0 days 00:00:31.390000,0 days 00:00:39.847000,0 days 00:00:32.692000,0 days 00:49:20.659000,0 days 00:50:00.506000,0 days 00:50:33.198000,289.0,245.0,228.0,293.0,False,INTERMEDIATE,12.0,False,Red Bull Racing,0 days 00:48:49.269000,2024-07-06 11:03:52.931,1,,None,,False,True
0 days 00:52:11.591000,VER,1,0 days 00:01:38.393000,13.0,3.0,,,0 days 00:00:31.373000,0 days 00:00:39.782000,0 days 00:00:27.238000,0 days 00:51:04.571000,0 days 00:51:44.353000,0 days 00:52:11.591000,293.0,248.0,231.0,295.0,True,INTERMEDIATE,13.0,False,Red Bull Racing,0 days 00:50:33.198000,2024-07-06 11:05:36.860,1,,None,,False,True
0 days 00:54:04.713000,VER,1,0 days 00:01:53.122000,14.0,3.0,,0 days 00:53:58.904000,0 days 00:00:37.379000,0 days 00:00:46.540000,0 days 00:00:29.203000,0 days 00:52:48.970000,0 days 00:53:35.510000,0 days 00:54:04.713000,206.0,223.0,,254.0,False,INTERMEDIATE,14.0,False,Red Bull Racing,0 days 00:52:11.591000,2024-07-06 11:07:15.253,1,,None,,False,False
0 days 01:09:27.866000,VER,1,,15.0,4.0,0 days 01:07:30.288000,,,0 days 00:00:43.822000,0 days 00:00:38.917000,,0 days 01:08:49.143000,0 days 01:09:27.946000,269.0,236.0,217.0,263.0,False,INTERMEDIATE,15.0,False,Red Bull Racing,0 days 00:54:04.713000,2024-07-06 11:09:08.375,1,,None,,False,False
0 days 01:11:07.818000,VER,1,0 days 00:01:39.952000,16.0,4.0,,,0 days 00:00:32.012000,0 days 00:00:40.286000,0 days 00:00:27.654000,0 days 01:09:59.878000,0 days 01:10:40.164000,0 days 01:11:07.818000,289.0,246.0,225.0,292.0,False,INTERMEDIATE,16.0,False,Red Bull Racing,0 days 01:09:27.866000,2024-07-06 11:24:31.528,1,,None,,False,True
0 days 01:12:47.048000,VER,1,0 days 00:01:39.230000,17.0,4.0,,,0 days 00:00:31.528000,0 days 00:00:39.978000,0 days 00:00:27.724000,0 days 01:11:39.346000,0 days 01:12:19.324000,0 days 01:12:47.048000,290.0,245.0,230.0,292.0,False,INTERMEDIATE,17.0,False,Red Bull Racing,0 days 01:11:07.818000,2024-07-06 11:26:11.480,1,,None,,False,True
0 days 01:14:26.534000,VER,1,0 days 00:01:39.486000,18.0,4.0,,,0 days 00:00:31.750000,0 days 00:00:40.009000,0 days 00:00:27.727000,0 days 01:13:18.798000,0 days 01:13:58.807000,0 days 01:14:26.534000,291.0,243.0,230.0,292.0,False,INTERMEDIATE,18.0,False,Red Bull Racing,0 days 01:12:47.048000,2024-07-06 11:27:50.710,1,,None,,False,True
0 days 01:16:06.024000,VER,1,0 days 00:01:39.490000,19.0,4.0,,,0 days 00:00:31.552000,0 days 00:00:40.039000,0 days 00:00:27.899000,0 days 01:14:58.086000,0 days 01:15:38.125000,0 days 01:16:06.024000,,247.0,223.0,289.0,False,INTERMEDIATE,19.0,False,Red Bull Racing,0 days 01:14:26.534000,2024-07-06 11:29:30.196,1,,None,,False,True
0 days 01:17:52.469000,VER,1,0 days 00:01:46.445000,20.0,4.0,,0 days 01:17:46.332000,0 days 00:00:35.034000,0 days 00:00:43.158000,0 days 00:00:28.253000,0 days 01:16:41.058000,0 days 01:17:24.216000,0 days 01:17:52.469000,265.0,236.0,,286.0,False,INTERMEDIATE,20.0,False,Red Bull Racing,0 days 01:16:06.024000,2024-07-06 11:31:09.686,1,,None,,False,False
0 days 00:18:15.693000,SAR,2,,1.0,1.0,0 days 00:16:07.301000,,,0 days 00:00:54.091000,0 days 00:00:35.166000,,0 days 00:17:40.714000,0 days 00:18:15.785000,203.0,203.0,173.0,282.0,False,INTERMEDIATE,1.0,True,Williams,0 days 00:16:07.301000,2024-07-06 10:31:10.963,1,,None,,False,False
0 days 00:20:14.026000,SAR,2,0 days 00:01:58.333000,2.0,1.0,,,0 days 00:00:37.421000,0 days 00:00:48.542000,0 days 00:00:32.370000,0 days 00:18:53.114000,0 days 00:19:41.656000,0 days 00:20:14.026000,277.0,216.0,190.0,289.0,True,INTERMEDIATE,2.0,True,Williams,0 days 00:18:15.693000,2024-07-06 10:33:19.355,1,,None,,False,True
0 days 00:22:09.206000,SAR,2,0 days 00:01:55.180000,3.0,1.0,,,0 days 00:00:36.248000,0 days 00:00:46.647000,0 days 00:00:32.285000,0 days 00:20:50.274000,0 days 00:21:36.921000,0 days 00:22:09.206000,,227.0,195.0,291.0,True,INTERMEDIATE,3.0,True,Williams,0 days 00:20:14.026000,2024-07-06 10:35:17.688,12,,None,,False,True
0 days 00:28:18.382000,SAR,2,,4.0,1.0,,0 days 00:24:05.499000,,,,,,,,,,,False,INTERMEDIATE,4.0,True,Williams,0 days 00:22:09.206000,2024-07-06 10:37:12.868,251,,None,,False,False
0 days 00:30:15.638000,SAR,2,,5.0,2.0,0 days 00:28:18.382000,,,0 days 00:00:48.489000,0 days 00:00:32.339000,,0 days 00:29:43.534000,0 days 00:30:15.767000,267.0,226.0,158.0,291.0,False,INTERMEDIATE,4.0,False,Williams,0 days 00:28:18.382000,2024-07-06 10:43:22.044,1,,None,,False,False
0 days 00:32:07.837000,SAR,2,0 days 00:01:52.199000,6.0,2.0,,,0 days 00:00:35.757000,0 days 00:00:45.398000,0 days 00:00:31.044000,0 days 00:30:51.395000,0 days 00:31:36.793000,0 days 00:32:07.837000,276.0,232.0,200.0,290.0,True,INTERMEDIATE,5.0,False,Williams,0 days 00:30:15.638000,2024-07-06 10:45:19.300,1,,None,,False,True
0 days 00:33:56.086000,SAR,2,0 days 00:01:48.249000,7.0,2.0,,,0 days 00:00:34.326000,0 days 00:00:43.948000,0 days 00:00:29.975000,0 days 00:32:42.163000,0 days 00:33:26.111000,0 days 00:33:56.086000,281.0,233.0,210.0,295.0,True,INTERMEDIATE,6.0,False,Williams,0 days 00:32:07.837000,2024-07-06 10:47:11.499,12,,None,,False,True
0 days 00:35:41.808000,SAR,2,0 days 00:01:45.722000,8.0,2.0,,,0 days 00:00:33.375000,0 days 00:00:42.835000,0 days 00:00:29.512000,0 days 00:34:29.461000,0 days 00:35:12.296000,0 days 00:35:41.808000,279.0,237.0,215.0,294.0,True,INTERMEDIATE,7.0,False,Williams,0 days 00:33:56.086000,2024-07-06 10:48:59.748,1,,None,,False,True
0 days 00:37:25.605000,SAR,2,0 days 00:01:43.797000,9.0,2.0,,,0 days 00:00:32.467000,0 days 00:00:42.328000,0 days 00:00:29.002000,0 days 00:36:14.275000,0 days 00:36:56.603000,0 days 00:37:25.605000,292.0,240.0,214.0,296.0,True,INTERMEDIATE,8.0,False,Williams,0 days 00:35:41.808000,2024-07-06 10:50:45.470,1,,None,,False,True
0 days 00:39:08.896000,SAR,2,0 days 00:01:43.291000,10.0,2.0,,,0 days 00:00:32.319000,0 days 00:00:41.928000,0 days 00:00:29.044000,0 days 00:37:57.924000,0 days 00:38:39.852000,0 days 00:39:08.896000,294.0,241.0,220.0,298.0,True,INTERMEDIATE,9.0,False,Williams,0 days 00:37:25.605000,2024-07-06 10:52:29.267,1,,None,,False,True
0 days 00:41:21.102000,SAR,2,0 days 00:02:12.206000,11.0,2.0,,,0 days 00:00:35.317000,0 days 00:00:57.118000,0 days 00:00:39.771000,0 days 00:39:44.213000,0 days 00:40:41.331000,0 days 00:41:21.102000,231.0,166.0,206.0,218.0,False,INTERMEDIATE,10.0,False,Williams,0 days 00:39:08.896000,2024-07-06 10:54:12.558,1,,None,,False,True
0 days 00:43:06.424000,SAR,2,0 days 00:01:45.322000,12.0,2.0,,,0 days 00:00:33.777000,0 days 00:00:42.522000,0 days 00:00:29.023000,0 days 00:41:54.879000,0 days 00:42:37.401000,0 days 00:43:06.424000,283.0,241.0,222.0,297.0,False,INTERMEDIATE,11.0,False,Williams,0 days 00:41:21.102000,2024-07-06 10:56:24.764,1,,None,,False,True
0 days 00:44:48.836000,SAR,2,0 days 00:01:42.412000,13.0,2.0,,,0 days 00:00:32.242000,0 days 00:00:41.651000,0 days 00:00:28.519000,0 days 00:43:38.666000,0 days 00:44:20.317000,0 days 00:44:48.836000,296.0,243.0,191.0,296.0,True,INTERMEDIATE,12.0,False,Williams,0 days 00:43:06.424000,2024-07-06 10:58:10.086,1,,None,,False,True
0 days 00:46:33.026000,SAR,2,0 days 00:01:44.190000,14.0,2.0,,,0 days 00:00:32.169000,0 days 00:00:42.825000,0 days 00:00:29.196000,0 days 00:45:21.005000,0 days 00:46:03.830000,0 days 00:46:33.026000,294.0,239.0,223.0,294.0,False,INTERMEDIATE,13.0,False,Williams,0 days 00:44:48.836000,2024-07-06 10:59:52.498,1,,None,,False,True
0 days 00:48:14.438000,SAR,2,0 days 00:01:41.412000,15.0,2.0,,,0 days 00:00:31.880000,0 days 00:00:41.149000,0 days 00:00:28.383000,0 days 00:47:04.906000,0 days 00:47:46.055000,0 days 00:48:14.438000,,242.0,223.0,294.0,True,INTERMEDIATE,14.0,False,Williams,0 days 00:46:33.026000,2024-07-06 11:01:36.688,1,,None,,False,True
0 days 00:50:04.130000,SAR,2,0 days 00:01:49.692000,16.0,2.0,,,0 days 00:00:34.581000,0 days 00:00:45.249000,0 days 00:00:29.862000,0 days 00:48:49.019000,0 days 00:49:34.268000,0 days 00:50:04.130000,263.0,232.0,227.0,283.0,False,INTERMEDIATE,15.0,False,Williams,0 days 00:48:14.438000,2024-07-06 11:03:18.100,1,,None,,False,True
0 days 00:51:43.832000,SAR,2,0 days 00:01:39.702000,17.0,2.0,,,0 days 00:00:31.715000,0 days 00:00:40.282000,0 days 00:00:27.705000,0 days 00:50:35.845000,0 days 00:51:16.127000,0 days 00:51:43.832000,297.0,248.0,226.0,301.0,True,INTERMEDIATE,16.0,False,Williams,0 days 00:50:04.130000,2024-07-06 11:05:07.792,1,,None,,False,True
0 days 00:53:36.598000,SAR,2,0 days 00:01:52.766000,18.0,2.0,,,0 days 00:00:31.778000,0 days 00:00:46.340000,0 days 00:00:34.648000,0 days 00:52:15.610000,0 days 00:53:01.950000,0 days 00:53:36.598000,,184.0,222.0,257.0,False,INTERMEDIATE,17.0,False,Williams,0 days 00:51:43.832000,2024-07-06 11:06:47.494,1,,None,,False,True
0 days 00:55:25.720000,SAR,2,0 days 00:01:49.122000,19.0,2.0,,0 days 00:55:19.470000,0 days 00:00:31.694000,0 days 00:00:45.154000,0 days 00:00:32.274000,0 days 00:54:08.292000,0 days 00:54:53.446000,0 days 00:55:25.720000,301.0,223.0,,278.0,False,INTERMEDIATE,18.0,False,Williams,0 days 00:53:36.598000,2024-07-06 11:08:40.260,1,,None,,False,False
0 days 01:16:50.165000,SAR,2,,20.0,3.0,0 days 01:14:42.354000,,,0 days 00:00:56.310000,0 days 00:00:34.429000,,0 days 01:16:15.875000,0 days 01:16:50.248000,257.0,214.0,167.0,287.0,False,INTERMEDIATE,20.0,False,Williams,0 days 00:55:25.720000,2024-07-06 11:10:29.382,1,,None,,False,False
0 days 01:19:00.604000,SAR,2,0 days 00:02:10.439000,21.0,3.0,,,0 days 00:00:38.016000,0 days 00:00:49.081000,0 days 00:00:43.342000,0 days 01:17:28.181000,0 days 01:18:17.262000,0 days 01:19:00.604000,276.0,213.0,59.0,237.0,False,INTERMEDIATE,21.0,False,Williams,0 days 01:16:50.165000,2024-07-06 11:31:53.827,1,,None,,False,True
0 days 01:21:42.081000,SAR,2,,22.0,3.0,,0 days 01:21:35.525000,0 days 00:01:07.037000,0 days 00:01:00.436000,0 days 00:00:33.866000,0 days 01:20:07.779000,0 days 01:21:08.222000,0 days 01:21:42.087000,187.0,189.0,,260.0,False,INTERMEDIATE,22.0,False,Williams,0 days 01:19:00.604000,2024-07-06 11:34:04.266,1,,None,,False,False
0 days 00:18:31.186000,RIC,3,,1.0,1.0,0 days 00:16:37.236000,,,0 days 00:00:48.874000,0 days 00:00:32.136000,,0 days 00:17:59.211000,0 days 00:18:31.272000,249.0,221.0,191.0,287.0,False,INTERMEDIATE,4.0,False,RB,0 days 00:16:37.236000,2024-07-06 10:31:40.898,1,,None,,False,False
0 days 00:20:23.795000,RIC,3,0 days 00:01:52.609000,2.0,1.0,,,0 days 00:00:35.202000,0 days 00:00:45.814000,0 days 00:00:31.593000,0 days 00:19:06.388000,0 days 00:19:52.202000,0 days 00:20:23.795000,285.0,233.0,198.0,290.0,True,INTERMEDIATE,5.0,False,RB,0 days 00:18:31.186000,2024-07-06 10:33:34.848,1,,None,,False,True
0 days 00:22:14.803000,RIC,3,0 days 00:01:51.008000,3.0,1.0,,,0 days 00:00:34.537000,0 days 00:00:44.725000,0 days 00:00:31.746000,0 days 00:20:58.332000,0 days 00:21:43.057000,0 days 00:22:14.803000,289.0,236.0,184.0,291.0,True,INTERMEDIATE,6.0,False,RB,0 days 00:20:23.795000,2024-07-06 10:35:27.457,12,,None,,False,True
0 days 00:28:32.089000,RIC,3,,4.0,1.0,,0 days 00:24:22.967000,,,,,,,,,,,False,INTERMEDIATE,7.0,False,RB,0 days 00:22:14.803000,2024-07-06 10:37:18.465,251,,None,,False,False
0 days 00:30:27.779000,RIC,3,,5.0,2.0,0 days 00:28:32.089000,,,0 days 00:00:46.234000,0 days 00:00:36.835000,,0 days 00:29:51.165000,0 days 00:30:27.779000,282.0,234.0,193.0,290.0,False,INTERMEDIATE,7.0,False,RB,0 days 00:28:32.089000,2024-07-06 10:43:35.751,1,,None,,False,False
0 days 00:32:15.294000,RIC,3,0 days 00:01:47.515000,6.0,2.0,,,0 days 00:00:34.321000,0 days 00:00:43.640000,0 days 00:00:29.554000,0 days 00:31:02.100000,0 days 00:31:45.740000,0 days 00:32:15.294000,287.0,237.0,206.0,292.0,True,INTERMEDIATE,8.0,False,RB,0 days 00:30:27.779000,2024-07-06 10:45:31.441,1,,None,,False,True
0 days 00:34:00.209000,RIC,3,0 days 00:01:44.915000,7.0,2.0,,,0 days 00:00:33.340000,0 days 00:00:42.753000,0 days 00:00:28.822000,0 days 00:32:48.634000,0 days 00:33:31.387000,0 days 00:34:00.209000,290.0,241.0,214.0,294.0,True,INTERMEDIATE,9.0,False,RB,0 days 00:32:15.294000,2024-07-06 10:47:18.956,12,,None,,False,True
0 days 00:35:44.044000,RIC,3,0 days 00:01:43.835000,8.0,2.0,,,0 days 00:00:32.880000,0 days 00:00:42.273000,0 days 00:00:28.682000,0 days 00:34:33.089000,0 days 00:35:15.362000,0 days 00:35:44.044000,289.0,242.0,217.0,292.0,True,INTERMEDIATE,10.0,False,RB,0 days 00:34:00.209000,2024-07-06 10:49:03.871,1,,None,,False,True
0 days 00:37:46.404000,RIC,3,0 days 00:02:02.360000,9.0,2.0,,,0 days 00:00:39.979000,0 days 00:00:48.093000,0 days 00:00:34.288000,0 days 00:36:24.023000,0 days 00:37:12.116000,0 days 00:37:46.404000,244.0,153.0,213.0,283.0,False,INTERMEDIATE,11.0,False,RB,0 days 00:35:44.044000,2024-07-06 10:50:47.706,1,,None,,False,True
0 days 00:39:28.689000,RIC,3,0 days 00:01:42.285000,10.0,2.0,,,0 days 00:00:32.419000,0 days 00:00:41.652000,0 days 00:00:28.214000,0 days 00:38:18.823000,0 days 00:39:00.475000,0 days 00:39:28.689000,289.0,243.0,222.0,293.0,True,INTERMEDIATE,12.0,False,RB,0 days 00:37:46.404000,2024-07-06 10:52:50.066,1,,None,,False,True
0 days 00:41:10.109000,RIC,3,0 days 00:01:41.420000,11.0,2.0,,,0 days 00:00:31.997000,0 days 00:00:41.448000,0 days 00:00:27.975000,0 days 00:40:00.686000,0 days 00:40:42.134000,0 days 00:41:10.109000,292.0,243.0,225.0,294.0,True,INTERMEDIATE,13.0,False,RB,0 days 00:39:28.689000,2024-07-06 10:54:32.351,1,,None,,False,True
0 days 00:43:14.588000,RIC,3,0 days 00:02:04.479000,12.0,2.0,,,0 days 00:00:39.301000,0 days 00:00:46.141000,0 days 00:00:39.037000,0 days 00:41:49.410000,0 days 00:42:35.551000,0 days 00:43:14.588000,177.0,230.0,213.0,179.0,False,INTERMEDIATE,14.0,False,RB,0 days 00:41:10.109000,2024-07-06 10:56:13.771,1,,None,,False,True
0 days 00:44:56.119000,RIC,3,0 days 00:01:41.531000,13.0,2.0,,,0 days 00:00:32.122000,0 days 00:00:41.321000,0 days 00:00:28.088000,0 days 00:43:46.710000,0 days 00:44:28.031000,0 days 00:44:56.119000,292.0,243.0,222.0,295.0,False,INTERMEDIATE,15.0,False,RB,0 days 00:43:14.588000,2024-07-06 10:58:18.250,1,,None,,False,True
0 days 00:46:37.285000,RIC,3,0 days 00:01:41.166000,14.0,2.0,,,0 days 00:00:31.880000,0 days 00:00:41.377000,0 days 00:00:27.909000,0 days 00:45:27.999000,0 days 00:46:09.376000,0 days 00:46:37.285000,,243.0,222.0,295.0,True,INTERMEDIATE,16.0,False,RB,0 days 00:44:56.119000,2024-07-06 10:59:59.781,1,,None,,False,True
0 days 00:48:33.677000,RIC,3,0 days 00:01:56.392000,15.0,2.0,,0 days 00:48:27.362000,0 days 00:00:37.894000,0 days 00:00:47.353000,0 days 00:00:31.145000,0 days 00:47:15.179000,0 days 00:48:02.532000,0 days 00:48:33.677000,278.0,201.0,,268.0,False,INTERMEDIATE,17.0,False,RB,0 days 00:46:37.285000,2024-07-06 11:01:40.947,1,,None,,False,False
0 days 00:54:49.545000,RIC,3,,16.0,3.0,0 days 00:53:04.470000,,,0 days 00:00:44.083000,0 days 00:00:29.698000,,0 days 00:54:20.024000,0 days 00:54:49.575000,287.0,239.0,216.0,292.0,False,INTERMEDIATE,19.0,False,RB,0 days 00:48:33.677000,2024-07-06 11:03:37.339,1,,None,,False,False
0 days 00:56:34.931000,RIC,3,0 days 00:01:45.386000,17.0,3.0,,,0 days 00:00:32.110000,0 days 00:00:43.835000,0 days 00:00:29.441000,0 days 00:55:21.655000,0 days 00:56:05.490000,0 days 00:56:34.931000,291.0,239.0,210.0,292.0,False,INTERMEDIATE,20.0,False,RB,0 days 00:54:49.545000,2024-07-06 11:09:53.207,1,,None,,False,True
0 days 00:58:27.139000,RIC,3,0 days 00:01:52.208000,18.0,3.0,,,0 days 00:00:33.515000,0 days 00:00:44.443000,0 days 00:00:34.250000,0 days 00:57:08.446000,0 days 00:57:52.889000,0 days 00:58:27.139000,273.0,239.0,210.0,292.0,False,INTERMEDIATE,21.0,False,RB,0 days 00:56:34.931000,2024-07-06 11:11:38.593,1,,None,,False,True
0 days 01:00:13.457000,RIC,3,0 days 00:01:46.318000,19.0,3.0,,,0 days 00:00:32.364000,0 days 00:00:42.465000,0 days 00:00:31.489000,0 days 00:58:59.503000,0 days 00:59:41.968000,0 days 01:00:13.457000,291.0,239.0,214.0,293.0,False,INTERMEDIATE,22.0,False,RB,0 days 00:58:27.139000,2024-07-06 11:13:30.801,1,,None,,False,True
0 days 01:01:56.588000,RIC,3,0 days 00:01:43.131000,20.0,3.0,,,0 days 00:00:32.349000,0 days 00:00:41.878000,0 days 00:00:28.904000,0 days 01:00:45.806000,0 days 01:01:27.684000,0 days 01:01:56.588000,,240.0,217.0,293.0,False,INTERMEDIATE,23.0,False,RB,0 days 01:00:13.457000,2024-07-06 11:15:17.119,1,,None,,False,True
0 days 01:03:47.584000,RIC,3,0 days 00:01:50.996000,21.0,3.0,,0 days 01:03:41.446000,0 days 00:00:32.087000,0 days 00:00:43.039000,0 days 00:00:35.870000,0 days 01:02:28.675000,0 days 01:03:11.714000,0 days 01:03:47.584000,293.0,178.0,,212.0,False,INTERMEDIATE,24.0,False,RB,0 days 01:01:56.588000,2024-07-06 11:17:00.250,1,,None,,False,False
0 days 01:08:19.556000,RIC,3,,22.0,4.0,0 days 01:06:28.396000,,,0 days 00:00:47.944000,0 days 00:00:30.345000,,0 days 01:07:49.358000,0 days 01:08:19.703000,286.0,235.0,198.0,290.0,False,INTERMEDIATE,25.0,False,RB,0 days 01:03:47.584000,2024-07-06 11:18:51.246,1,,None,,False,False
0 days 01:10:05.510000,RIC,3,0 days 00:01:45.954000,23.0,4.0,,,0 days 00:00:33.539000,0 days 00:00:43.489000,0 days 00:00:28.926000,0 days 01:08:53.095000,0 days 01:09:36.584000,0 days 01:10:05.510000,288.0,239.0,217.0,291.0,False,INTERMEDIATE,26.0,False,RB,0 days 01:08:19.556000,2024-07-06 11:23:23.218,1,,None,,False,True
0 days 01:11:47.542000,RIC,3,0 days 00:01:42.032000,24.0,4.0,,,0 days 00:00:32.339000,0 days 00:00:41.488000,0 days 00:00:28.205000,0 days 01:10:37.849000,0 days 01:11:19.337000,0 days 01:11:47.542000,290.0,242.0,217.0,293.0,False,INTERMEDIATE,27.0,False,RB,0 days 01:10:05.510000,2024-07-06 11:25:09.172,1,,None,,False,True
0 days 01:13:28.580000,RIC,3,0 days 00:01:41.038000,25.0,4.0,,,0 days 00:00:32.054000,0 days 00:00:40.915000,0 days 00:00:28.069000,0 days 01:12:19.596000,0 days 01:13:00.511000,0 days 01:13:28.580000,291.0,244.0,221.0,294.0,True,INTERMEDIATE,28.0,False,RB,0 days 01:11:47.542000,2024-07-06 11:26:51.204,1,,None,,False,True
0 days 01:15:09.403000,RIC,3,0 days 00:01:40.823000,26.0,4.0,,,0 days 00:00:31.755000,0 days 00:00:41.047000,0 days 00:00:28.021000,0 days 01:14:00.335000,0 days 01:14:41.382000,0 days 01:15:09.403000,293.0,245.0,221.0,295.0,True,INTERMEDIATE,29.0,False,RB,0 days 01:13:28.580000,2024-07-06 11:28:32.242,1,,None,,False,True
0 days 01:17:17.964000,RIC,3,0 days 00:02:08.561000,27.0,4.0,,,0 days 00:00:40.162000,0 days 00:00:48.299000,0 days 00:00:40.100000,0 days 01:15:49.565000,0 days 01:16:37.864000,0 days 01:17:17.964000,276.0,206.0,61.0,277.0,False,INTERMEDIATE,30.0,False,RB,0 days 01:15:09.403000,2024-07-06 11:30:13.065,1,,None,,False,True
0 days 01:19:58.735000,RIC,3,,28.0,4.0,,0 days 01:19:52.359000,0 days 00:01:16.493000,0 days 00:00:52.792000,0 days 00:00:31.350000,0 days 01:18:34.655000,0 days 01:19:27.580000,0 days 01:19:58.735000,195.0,191.0,,267.0,False,INTERMEDIATE,31.0,False,RB,0 days 01:17:17.964000,2024-07-06 11:32:21.626,1,,None,,False,False
0 days 00:21:05.976000,NOR,4,,1.0,1.0,0 days 00:19:05.325000,,,0 days 00:00:47.715000,0 days 00:00:35.709000,,0 days 00:20:30.391000,0 days 00:21:05.976000,281.0,143.0,183.0,280.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 00:19:05.325000,2024-07-06 10:34:08.987,1,,None,,False,False
